VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2013,2013,19.3,B,Break
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2014,2014,19.7,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2015,2015,19.4,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2016,2016,19.6,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2017,2017,19.6,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2018,2018,19.7,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2019,2019,19.8,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2020,2020,19.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,FRA,France,2021,2021,19.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2010,2010,8.9,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2011,2011,9.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2012,2012,9.0,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2013,2013,9.2,B,Break
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2014,2014,9.5,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2015,2015,9.2,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2016,2016,9.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2017,2017,9.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2018,2018,9.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2019,2019,9.6,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2020,2020,8.9,,
EVIEHO80,Males at age 80,EVIDUREV,Years,FRA,France,2021,2021,9.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2010,2010,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2011,2011,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2012,2012,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2013,2013,82.4,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2014,2014,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2015,2015,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2016,2016,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2017,2017,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2018,2018,82.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2019,2019,83.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2020,2020,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2021,2021,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,FRA,France,2022,2022,82.3,P,Provisional value
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2010,2010,83.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2011,2011,83.1,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2012,2012,83.1,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2013,2013,83.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2014,2014,83.6,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2015,2015,83.1,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2016,2016,83.5,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2017,2017,83.4,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2018,2018,83.3,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2019,2019,83.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2020,2020,83.5,,
EVIEFE00,Females at birth,EVIDUREV,Years,DEU,Germany,2021,2021,83.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2010,2010,43.7,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2011,2011,43.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2012,2012,43.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2013,2013,43.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2014,2014,44.3,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2015,2015,43.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2016,2016,44.2,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2017,2017,44.1,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2018,2018,44.0,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2019,2019,44.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2020,2020,44.2,,
EVIEFE40,Females at age 40,EVIDUREV,Years,DEU,Germany,2021,2021,44.0,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2010,2010,25.2,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2011,2011,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2012,2012,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2013,2013,25.2,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2014,2014,25.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2015,2015,25.2,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2016,2016,25.6,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2017,2017,25.5,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2018,2018,25.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2019,2019,25.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2020,2020,25.5,,
EVIEFE60,Females at age 60,EVIDUREV,Years,DEU,Germany,2021,2021,25.3,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2010,2010,20.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2011,2011,21.1,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2012,2012,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2013,2013,20.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2014,2014,21.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2015,2015,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2016,2016,21.3,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2017,2017,21.2,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2018,2018,21.1,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2019,2019,21.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2020,2020,21.2,,
EVIEFE65,Females at age 65,EVIDUREV,Years,DEU,Germany,2021,2021,21.1,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2010,2010,9.5,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2011,2011,9.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2012,2012,9.5,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2013,2013,9.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2014,2014,9.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2015,2015,9.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2016,2016,9.8,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2017,2017,9.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2018,2018,9.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2019,2019,9.9,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2020,2020,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,DEU,Germany,2021,2021,9.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2010,2010,78.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2011,2011,77.9,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2012,2012,78.1,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2013,2013,78.1,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2014,2014,78.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2015,2015,78.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2016,2016,78.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2017,2017,78.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2018,2018,78.6,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2019,2019,79.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2020,2020,78.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,DEU,Germany,2021,2021,78.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2010,2010,39.2,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2011,2011,39.2,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2012,2012,39.3,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2013,2013,39.3,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2014,2014,39.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2015,2015,39.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2016,2016,39.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2017,2017,39.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2018,2018,39.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2019,2019,40.1,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2020,2020,39.7,,
EVIEHO40,Males at age 40,EVIDUREV,Years,DEU,Germany,2021,2021,39.4,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2010,2010,21.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2011,2011,21.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2012,2012,21.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2013,2013,21.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2014,2014,22.0,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2015,2015,21.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2016,2016,21.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2017,2017,21.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2018,2018,21.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2019,2019,22.1,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2020,2020,21.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,DEU,Germany,2021,2021,21.6,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2010,2010,17.8,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2011,2011,17.7,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2012,2012,17.8,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2013,2013,17.8,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2014,2014,18.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2015,2015,17.9,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2016,2016,18.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2017,2017,18.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2018,2018,18.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2019,2019,18.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2020,2020,18.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,DEU,Germany,2021,2021,17.8,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2010,2010,8.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2011,2011,8.0,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2012,2012,8.0,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2013,2013,8.0,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2014,2014,8.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2015,2015,8.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2016,2016,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2017,2017,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2018,2018,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2019,2019,8.5,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2020,2020,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,DEU,Germany,2021,2021,8.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2010,2010,80.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2011,2011,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2012,2012,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2013,2013,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2014,2014,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2015,2015,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2016,2016,81.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2017,2017,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2018,2018,81.0,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2019,2019,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2020,2020,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2021,2021,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,DEU,Germany,2022,2022,80.7,P,Provisional value
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2010,2010,83.3,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2011,2011,83.6,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2012,2012,83.4,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2013,2013,84.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2014,2014,84.1,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2015,2015,83.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2016,2016,84.0,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2017,2017,83.9,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2018,2018,84.4,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2019,2019,84.2,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2020,2020,83.9,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2021,2021,82.9,,
EVIEFE00,Females at birth,EVIDUREV,Years,GRC,Greece,2022,2022,83.3,P,Provisional value
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2010,2010,44.2,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2011,2011,44.4,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2012,2012,44.1,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2013,2013,44.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2014,2014,44.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2015,2015,44.5,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2016,2016,44.8,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2017,2017,44.6,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2018,2018,45.1,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2019,2019,44.9,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2020,2020,44.5,,
EVIEFE40,Females at age 40,EVIDUREV,Years,GRC,Greece,2021,2021,43.6,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2010,2010,25.4,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2011,2011,25.6,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2012,2012,25.4,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2013,2013,26.0,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2014,2014,26.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2015,2015,25.7,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2016,2016,26.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2017,2017,25.8,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2018,2018,26.3,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2019,2019,26.1,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2020,2020,25.8,,
EVIEFE60,Females at age 60,EVIDUREV,Years,GRC,Greece,2021,2021,25.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2010,2010,21.0,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2011,2011,21.2,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2012,2012,20.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2013,2013,21.6,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2014,2014,21.7,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2015,2015,21.3,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2016,2016,21.7,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2017,2017,21.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2018,2018,21.9,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2019,2019,21.7,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2020,2020,21.4,,
EVIEFE65,Females at age 65,EVIDUREV,Years,GRC,Greece,2021,2021,20.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2010,2010,9.1,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2011,2011,9.3,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2012,2012,9.1,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2013,2013,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2014,2014,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2015,2015,9.2,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2016,2016,9.7,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2017,2017,9.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2018,2018,9.9,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2019,2019,9.6,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2020,2020,9.4,,
EVIEFE80,Females at age 80,EVIDUREV,Years,GRC,Greece,2021,2021,9.1,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2010,2010,78.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2011,2011,78.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2012,2012,78.0,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2013,2013,78.7,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2014,2014,78.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2015,2015,78.5,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2016,2016,78.9,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2017,2017,78.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2018,2018,79.3,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2019,2019,79.2,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2020,2020,78.8,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2021,2021,77.4,,
EVIEHO00,Males at birth,EVIDUREV,Years,GRC,Greece,2022,2022,78.1,P,Provisional value
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2010,2010,39.6,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2011,2011,39.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2012,2012,39.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2013,2013,40.0,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2014,2014,40.1,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2015,2015,39.8,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2016,2016,40.3,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2017,2017,40.1,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2018,2018,40.5,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2019,2019,40.4,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2020,2020,40.0,,
EVIEHO40,Males at age 40,EVIDUREV,Years,GRC,Greece,2021,2021,38.7,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2010,2010,22.1,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2011,2011,22.1,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2012,2012,21.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2013,2013,22.5,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2014,2014,22.6,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2015,2015,22.3,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2016,2016,22.7,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2017,2017,22.4,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2018,2018,22.9,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2019,2019,22.8,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2020,2020,22.3,,
EVIEHO60,Males at age 60,EVIDUREV,Years,GRC,Greece,2021,2021,21.3,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2010,2010,18.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2011,2011,18.2,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2012,2012,18.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2013,2013,18.7,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2014,2014,18.8,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2015,2015,18.5,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2016,2016,18.9,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2017,2017,18.6,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2018,2018,19.1,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2019,2019,19.0,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2020,2020,18.5,,
EVIEHO65,Males at age 65,EVIDUREV,Years,GRC,Greece,2021,2021,17.6,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2010,2010,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2011,2011,8.4,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2012,2012,8.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2013,2013,8.9,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2014,2014,9.0,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2015,2015,8.7,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2016,2016,9.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2017,2017,8.8,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2018,2018,9.3,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2019,2019,9.1,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2020,2020,8.9,,
EVIEHO80,Males at age 80,EVIDUREV,Years,GRC,Greece,2021,2021,8.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2010,2010,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2011,2011,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2012,2012,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2013,2013,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2014,2014,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2015,2015,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2016,2016,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2017,2017,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2018,2018,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2019,2019,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2020,2020,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2021,2021,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GRC,Greece,2022,2022,80.7,P,Provisional value
EVIEFE00,Females at birth,EVIDUREV,Years,HUN,Hungary,2010,2010,78.6,,
EVIEFE00,Females at birth,EVIDUREV,Years,HUN,Hungary,2011,2011,78.7,,
EVIEFE00,Females at birth,EVIDUREV,Years,HUN,Hungary,2012,2012,78.7,B,Break
